claim_id,pathway_id,claim_text,claim_type,source_ids,exact_locator,evidence_tier,parameter_or_rule,adoption_status,permitted_inference,prohibited_inference,reasoning,update_trigger
TCWS-C118,tropical_cyclone_wind,"Ceferino's paper defines extensive failure using a strict greater-than-50-percent threshold, but Supplementary Table 2 contains one site at exactly 50 percent: the table yields 4/14 under greater-than 50 percent, while the reported 36 percent corresponds to 5/14 only when 50 percent is included.",source_internal_threshold_discrepancy,TCWS-S002;TCWS-S022,paper Section 2.1 and Supplementary Table 2 p. 4,T1_claims_or_field_calibrated,ceferino_binary_endpoint_reproduction,adopt_as_limitation,Retain the discrepancy as a governed endpoint-semantics warning and do not independently reproduce the binary calibration count from the supplement.,"Silently classify the 50-percent row, claim that the supplement exactly reproduces the reported binary sample, or use either count in the Perry fit.",The strict textual threshold and the reported proportion cannot both be reproduced from the tabulated percentages without an inclusion convention or author clarification.,"Authors publish a corrected threshold, exact binary labels, or a site-level calibration table."
TCWS-C201,tropical_cyclone_wind,"Perry identifies Visual Crossing API as the study-level hurricane maximum-gust provider, while the released row-level station, product, query, duration, height, exposure, retrieval-version, time-of-maximum, and uncertainty lineage remains unresolved.",source_semantics_correction,TCWS-S003;TCWS-S020;TCWS-S023;TCWS-S024,Perry Figure 3 journal p. 1015; released manual CSV schema; Visual Crossing wind and historical-construction documentation,T3_engineering_proxy_or_adjacent_empirical,perry_axis_provider_wording,adopt,State Visual Crossing as study-level provider and retain the exact Perry source-axis label.,"Call the Perry field measured at site, exact 3-second, ASCE Exposure C, reproducible from today's API, or a single station/grid product.",Provider identity does not recover the discarded row-level query and reference-frame lineage.,Archived author request/response records and station contributors are released.
TCWS-C202,tropical_cyclone_wind,No portable identity or fixed-factor bridge is supported between Hazard's modeled 3-second gust object and the Perry dataset-reported event maximum gust.,axis_bridge_decision,TCWS-S003;TCWS-S005;TCWS-S020;TCWS-S023;TCWS-S024;GOVERNANCE_CONTRACT,axis audit dated 2026-07-29 and consumer handoff comparison,T4_placeholder_or_expert_judgment,hazard_to_perry_axis_bridge,withhold,Evaluate only the exact Perry field within the pinned source range.,"Pass ordinary Hazard gust, NHC sustained wind, ASCE design wind, category, or another gust product directly into the curve.","Matching units cannot close duration, spatial, exposure, product, and query semantics.",A versioned paired reconstruction and held-out transfer validation pass review.
TCWS-C203,tropical_cyclone_wind,"Paper and released manual-data inconsistencies include 48 versus 47 sites, one Florence count difference, differing event-window end dates, and a combined Irma/Maria narrative whose manual rows are Maria-labeled with a Maria-only window.",source_release_discrepancy,TCWS-S003;TCWS-S020,paper Methods and Figures 3-5 compared with pinned manual CSV,T1_claims_or_field_calibrated,event_window_lineage_qa,adopt_as_limitation,Use the pinned released CSV and record the attribution uncertainty.,"Silently reconstruct a missing row, relabel events, or infer portable event-window gust semantics.",The numerical file is reproducible but not fully identical to the paper narrative.,Authors publish a corrected versioned release and change log.
TCWS-C204,tropical_cyclone_wind,Typhoon Mawar ground fixed-tilt observations provide a severe-event audit but do not support a Perry tail fit or a generic gust-only solar curve.,external_severe_audit,TCWS-S025,report pp. 9-12 and Figure A-2 p. 78,T3_engineering_proxy_or_adjacent_empirical,severe_tail_external_audit,adopt_as_limitation,Use near-zero visible ground-module loss under severe estimated winds as a transfer challenge.,"Pool Mawar with Perry or infer tail shape, economic DR, or immunity.","Wind, architecture, installation quality, response endpoint, and measurement basis are not compatible with the Perry atom.",Architecture-matched raw data and a qualified common wind axis become available.
TCWS-C205,tropical_cyclone_wind,"Mawar's report contains conflicting ground-module damage counts and some inconsistent site wind summaries, so its rows remain audit-only pending clarification.",source_internal_discrepancy,TCWS-S025,"Table 1, Table 7, Figure A-2, and Dandan detailed assessment",T1_claims_or_field_calibrated,mawar_numerical_ingestion_gate,withhold,Retain qualitative and bounded audit conclusions.,Serialize one conflicting count or wind estimate as a governed curve record.,"A numerical atom must have one adjudicated numerator, denominator, and demand record.",Authors or repository publish corrected machine-readable data.
TCWS-C206,tropical_cyclone_wind,Typhoon Yagi's regional satellite-area loss and generic unit-area cost are not compatible with the Perry failure unit or the repository economic DR ordinate.,cross_source_endpoint_decision,TCWS-S026;TCWS-S027,"Methods Sections 2.1.2, 2.2.3-2.2.4, Eq. 8, results, and limitations",T3_engineering_proxy_or_adjacent_empirical,yagi_transfer_rule,audit_only,Use as a regional event-scale external screen and acquisition lesson.,"Transfer wind-scale coefficients, area loss, or generic costs to module, rack, plant, or same-unit DR.",Architecture and component disposition are unknown and the cost is not observed same-unit repair cost.,Architecture-resolved inspection and cost/value records are released.
TCWS-C207,tropical_cyclone_wind,"Current evidence does not support a tracker route, fixed-to-tracker fallback, or generic stow credit.",architecture_release_decision,TCWS-S006;TCWS-S020;TCWS-S025;TCWS-S038;TCWS-S039,Perry tracker count; Mawar tracker section; OEM cases,T4_placeholder_or_expert_judgment,tracker_route_status,historical_scope_only,Capture tracker identity and command/attained state for future evidence.,Use the fixed Perry curve for trackers or emit favorable response from a commanded stow state.,"Two Perry rows, zero Mawar trackers, and incomplete OEM cases cannot define response or cost. Consolidated v2 register: prior-version conclusion is scoped/superseded by TCWS2-C001/009/010; the underlying evidence limitation is retained.","A multi-event tracker cohort closes demand, attained state, inspection, disposition, and economics."
TCWS-C208,tropical_cyclone_wind,"FPL's reported fleet panel damage or replacement fractions are censored occurrence-count observations, not economic damage ratios or site fragility points.",field_occurrence_boundary,TCWS-S028;TCWS-S030;TCWS-S031,FPL Jarro Ian and Milton testimony and Helene/Milton testimony,T1_claims_or_field_calibrated,fleet_panel_fraction_use,adopt_with_limits,Use the stated bounds for external validation and data-request design.,"Treat them as site DR, pair them to an assumed gust, or multiply them by module or plant value.","The reports omit a common exposed-site denominator, local intensity, architecture, and same-unit cost/value.",Event/site/component records with exact denominators and wind are supplied.
TCWS-C209,tropical_cyclone_wind,"Regulatory restoration schedules show that contractor, logistics, labor, material, vehicle, inspection, and civil scopes can be material and must be separated and allocated once.",cost_scope_boundary,TCWS-S028;TCWS-S029;TCWS-S030,FPL restoration testimony and cost exhibits,T3_engineering_proxy_or_adjacent_empirical,support_allocation_rule,adopt,Design work-order ingestion and once-only support allocation.,"Use mixed generation cost shares as solar vulnerability, failure-unit DR, or default support multipliers.","The cost buckets span preparation, restoration, logistics, inspection, civil work, and multiple facilities.",Failure-unit-linked work orders and an approved allocation ledger become available.
TCWS-C210,tropical_cyclone_wind,"FEMA field cases support architecture-specific module, post, purlin, connector, and rack physical states but not same-unit economic DR.",physical_occurrence_evidence,TCWS-S032,USVI MAT Sections 7.1.2-7.1.3,T1_claims_or_field_calibrated,fixed_structure_occurrence_use,adopt_with_limits,Use physical counts and mechanisms for failure-unit and inspection design.,Convert affected fractions or qualitative facility damage directly to economic DR.,"Repair disposition, invoices, salvage, and matching replacement value are absent.",Owner/adjuster cost and value schedules join to the inspected units.
TCWS-C211,tropical_cyclone_wind,"Owner records document removal, redesign, limited repair, and electrical replacement outcomes, but redesign and compound electrical damage prevent like-kind wind DR calibration.",owner_disposition_evidence,TCWS-S033;TCWS-S034,BMR project Context and Process sections,T1_claims_or_field_calibrated,terminal_disposition_context,adopt_with_limits,Use as categorical disposition and selector/compound-pathway evidence.,"Treat redesigned replacement cost, moisture/static electrical work, or facility removal as transferable wind-only DR.",The outcome scope is broader or different from like-kind direct physical repair of one declared unit.,Itemized same-unit work orders and pre-event replacement values are released.
TCWS-C212,tropical_cyclone_wind,Plant-level SEC loss estimates and availability statements are materiality evidence but prohibited economic-DR numerators.,economic_scope_boundary,TCWS-S035,AES 2017 Q3 Form 10-Q specified lines,T1_claims_or_field_calibrated,plant_loss_estimate_use,audit_only,Use to establish that physical and nonphysical scopes require explicit separation.,"Divide loss by MW, unavailable capacity, historic capex, or assumed value and call the result DR.","Reported loss can include property, business interruption, cleanup, recovery, or other scope and lacks same-unit value.",Audited direct physical cost and event-date replacement value are disclosed separately.
TCWS-C213,tropical_cyclone_wind,"DOE/FEMP forensic cases extend physical coverage to modules, racks, conduit, inverters, switchgear, transformers, and compound water pathways without closing numerical economic response.",multi_failure_unit_evidence,TCWS-S036,in-person assessment and failure analysis PDF pp. 9-15,T1_claims_or_field_calibrated,secondary_failure_unit_status,adopt_with_limits,"Improve the unit inventory, pathway split, and acquisition plan.",Convert total-loss wording or estimated site wind into component or whole-site economic DR.,"The case mixes wind, rain, flood, and design/installation weaknesses and lacks same-unit cost/value.",Pathway-separated component work orders and values are supplied.
TCWS-C214,tropical_cyclone_wind,"NLR/NREL BOM and hardening-cost evidence supports value anatomy and selectors only, not occurrence vulnerability or repair savings.",value_method_boundary,TCWS-S013;TCWS-S037,Q1-2025 value source and NREL severe-weather Tables 1-2,T2_public_lab_standard_or_physics,benchmark_value_use,adopt_with_limits,Reconcile physical value buckets and define data-request fields.,"Use benchmark weights or hardening premiums as damage probabilities, DRs, reinstatement values, or mitigation credits.",New-build anatomy and prospective premiums do not observe event damage consequence.,Site-specific event-date replacement values and outcome data are provided.
TCWS-C215,tropical_cyclone_wind,"Every generic fixed, tracker, support-structure, foundation, electrical, GSU, SCADA, civil, and support numerical route remains withheld in docs r2.",coverage_release_decision,TCWS-S025;TCWS-S028;TCWS-S030;TCWS-S032;TCWS-S036;TCWS-S040;GOVERNANCE_CONTRACT,docs-r2 failure-unit gap matrix,T4_placeholder_or_expert_judgment,expanded_failure_unit_release_status,historical_scope_only,Use the evidence to improve coverage documentation and acquisition requirements.,"Infer zero damage, borrow the Perry module screen, or blend cross-source physical fractions and costs.",No reviewed source closes the complete target chain for any additional atom. Consolidated v2 register: prior-version conclusion is scoped/superseded by TCWS2-C001/005/012/013; the underlying evidence limitation is retained.,A failure-unit-specific evidence package passes every promotion gate.
TCWS-C216,tropical_cyclone_wind,"Strong-wind solar work is reusable for anatomy, demand framing, selectors, value ledgers, dependency rules, evaluators, and KAT structure, but not for numerical tropical-cyclone response.",cross_cell_reuse_decision,GOVERNANCE_CONTRACT,docs-r2 reuse blueprint and neighboring strong_wind_solar package,T4_placeholder_or_expert_judgment,strong_wind_reuse_scope,historical_scope_only,Reuse structure and controls with tropical-cyclone-specific evidence.,"Copy convective knots, coefficients, state credits, or tail behavior into the TC cell.","Duration, direction history, rain, debris, cycling, and compound pathways differ. Consolidated v2 register: prior-version conclusion is scoped/superseded by TCWS2-C005/006; the underlying evidence limitation is retained.",A qualified cross-hazard transfer study passes independent review.
TCWS-C217,tropical_cyclone_wind,The deep-curation result is an evidence-only docs-r2 revision; model v1.1 and model v2.0 are not earned and docs-r1 runtime behavior remains unchanged.,versioning_decision,TCWS-S020;TCWS-S023;TCWS-S025;TCWS-S028;TCWS-S032;TCWS-S036;GOVERNANCE_CONTRACT,change classification and deep-curation decision dated 2026-07-29,T4_placeholder_or_expert_judgment,version_action,historical_scope_only,Retain model v1.0 as a noncanonical exact-source screening atom and model v0.1 as strict fail-closed alternative.,"Change knots, range, axis, selectors, outputs, package, index, or consumer pin under a docs-only label.",New evidence sharpens limitations and design but supplies no adopted numerical parameter. Consolidated v2 register: prior-version conclusion is scoped/superseded by TCWS2-C001/002; the underlying evidence limitation is retained.,An output-bearing evidence package passes review and is classified separately.
TCWS-C218,tropical_cyclone_wind,"The minimum v2 package requires portable local wind, exact architecture and attained state, affected and unaffected inspections, terminal disposition, same-unit direct cost and replacement value, separated support, and compound-pathway attribution.",acquisition_requirement,TCWS-S025;TCWS-S028;TCWS-S030;TCWS-S032;TCWS-S036;TCWS-S038;TCWS-S040;GOVERNANCE_CONTRACT,docs-r2 v2 acquisition blueprint,T4_placeholder_or_expert_judgment,v2_minimum_evidence_package,adopt,"Use as acceptance criteria for owner, adjuster, OEM, or contractor data.",Promote a candidate merely because one field or one public case becomes available.,Every current blocker maps to a missing field or linkage in this package.,"The package is acquired, validated, and independently reviewed."
TCWS-C219,tropical_cyclone_wind,"No interpolation, monotonicity, selector, range, or evaluator defect was identified in the existing Perry source-specific screening atom within its exact declared domain.",independent_review_finding,TCWS-S003;TCWS-S020;GOVERNANCE_CONTRACT,docs-r1 validator and docs-r2 independent review synthesis,T4_placeholder_or_expert_judgment,existing_curve_internal_status,adopt_with_limits,Retain the exact noncanonical research atom unchanged.,"Describe it as general hurricane-solar, utility-scale, CONUS, tracker, whole-plant, dollar, or tail coverage.",The numerical implementation is coherent; its applicability is deliberately narrow and its strict economic-evidence gate remains NO-GO.,A reproducibility defect or changed source artifact is found.
TCWS-C220,tropical_cyclone_wind,The Perry PAVA fit is equal-record weighted rather than strictly unique-site weighted because at least one physical site recurs across storm records.,source_cohort_dependence_finding,TCWS-S020,"manual CSV sites 7 and 14; coordinates, area, installation year, and event labels; docs-r2 independent source replay",T1_claims_or_field_calibrated,fit_weighting_interpretation,adopt_as_limitation,Describe each retained record as one vote and disclose repeated physical sites across events.,Claim 34 independent sites or interpret the historical EQUAL_SITE_WEIGHT_NOT_MODULE_WEIGHTED flag as proof of unique-site independence.,The implementation weights rows equally; physical-site and event dependence remain in the cohort.,A governed unique-site/event identifier and cluster-aware refit replace the current cohort.
TCWS-C221,tropical_cyclone_wind,"The pinned PAVA is a reproducible finite-sample descriptive smoother, but no scientifically validated predictive relationship is established even for an unseen source-compatible site.",predictive_validity_decision,TCWS-S003;TCWS-S020;GOVERNANCE_CONTRACT,"manual convenience cohort, six-event cluster counts, leave-one-event sensitivity, repeated-site audit, and interpolation method",T4_placeholder_or_expert_judgment,predictive_use_status,withhold,Use the curve only for governed descriptive replay or explicitly experimental screening with all limitations.,"Call it a validated predictive vulnerability relationship, population expectation, or calibrated response for a new site.","No sampling frame, selection model, independent validation event, cluster-aware inference, or controlled architecture/design adjustment exists; PAVA and block-edge interpolation impose shape.",Representative architecture-resolved event cohorts and event-held-out predictive validation pass review.
TCWS2-C001,tropical_cyclone_wind,"The requested v2 is a deliberate coverage-first synthetic Tier-4 exception, not an evidence-earned hurricane calibration.",governance_decision,GOVERNANCE_CONTRACT;TCWS2_CELL_LOCAL_SYNTHETIC_DECISION;NO_DIRECT_TC_CALIBRATION_SOURCE,DECISION_LOG model-v2 docs-r1 § TCWS2-D001,T4_placeholder_or_expert_judgment,model_grade=experimental_synthetic_T4_scenario,adopt,Evaluate the proposal for bounded research and contract integration.,"Describe any generic curve as empirical, calibrated, conservative, or production ready.",The v2 package prioritizes explicit coverage while keeping missing calibration visible and machine enforced.,Formal elicitation or matched field/claims calibration replaces the synthetic parameters.
TCWS2-C002,tropical_cyclone_wind,Model v2.0 is a major behavior change because it adds architecture-specific normalized-demand routes and generic fixed/tracker failure-unit outputs.,governance_decision,GOVERNANCE_CONTRACT,CHANGE_CLASSIFICATION model-v2 docs-r1 § Why this is a major model change,T4_placeholder_or_expert_judgment,semantic_damage_model_version=model v2.0,adopt,Keep v0.1 and v1 artifacts unchanged while researching v2.,Call the change docs-only or silently overwrite v1.,The v2 package prioritizes explicit coverage while keeping missing calibration visible and machine enforced.,Version policy or runtime behavior changes.
TCWS2-C003,tropical_cyclone_wind,The Perry 13-knot source route is carried byte-for-value and remains source specific.,governance_decision,TCWS-S020;TCWS-S021,derivation dossier §12 Perry preservation,T3_engineering_proxy_or_adjacent_empirical,Perry_compatibility_route,adopt,"Use the route only with its exact axis, range, and six acknowledgements.",Alias it to generic fixed tilt or ordinary Hazard gust.,The v2 package prioritizes explicit coverage while keeping missing calibration visible and machine enforced.,The Perry source package or v1 governed fit changes.
TCWS2-C004,tropical_cyclone_wind,A failure-state probability becomes DR only through explicit exact-state probabilities and separately listed same-unit state-cost ratios.,governance_decision,GOVERNANCE_CONTRACT;NO_DIRECT_TC_CALIBRATION_SOURCE,derivation dossier §8 Curve form and probability-to-DR typing,T4_placeholder_or_expert_judgment,sum_state_probability_times_cost_ratio,adopt,Audit the probability-to-consequence bridge parameter by parameter.,Relabel Ceferino extensive-failure probability or another exceedance probability as DR.,The v2 package prioritizes explicit coverage while keeping missing calibration visible and machine enforced.,Observed same-unit state costs replace the T4 ratios.
TCWS2-C005,tropical_cyclone_wind,"All generic beta, medians, and state cost ratios are synthetic T4 assumptions.",governance_decision,TCWS2_CELL_LOCAL_SYNTHETIC_DECISION;NO_DIRECT_TC_CALIBRATION_SOURCE,derivation dossier §§7-9 and parameter-tier register TCWS2 curve rows,T4_placeholder_or_expert_judgment,generic_curve_parameters,adopt,Use them as unweighted research scenarios with always-on limitations.,"Treat them as fitted estimates, percentiles, posterior draws, or uncertainty bands.",The v2 package prioritizes explicit coverage while keeping missing calibration visible and machine enforced.,Calibration or structured elicitation is completed.
TCWS2-C006,tropical_cyclone_wind,"After the cell-local T4 values are adopted, the shared profile provides an audit-only cross-hazard comparison fingerprint.",governance_decision,SHARED_SOLAR_WIND_PROXY_V0_1;TCWS2_CELL_LOCAL_SYNTHETIC_DECISION;TCWS-S015;GOVERNANCE_CONTRACT,DECISION_LOG model-v2 docs-r1 § TCWS2-D003,T4_placeholder_or_expert_judgment,audit_comparison_profile_only,adopt,Compare the adopted cell-local parameter payload to the pinned hazard-neutral solar profile.,Load the candidate as a runtime dependency or claim numerical evidence transfer from convective wind.,The v2 package prioritizes explicit coverage while keeping missing calibration visible and machine enforced.,A formal equivalence or hazard-specific response calibration changes the reuse decision.
TCWS2-C007,tropical_cyclone_wind,Historical v0.1/v1 claims remain source-version facts and are scoped by the complete v2 supersession map.,governance_decision,TCWS2_CELL_LOCAL_SYNTHETIC_DECISION;GOVERNANCE_CONTRACT,CLAIM_SUPERSESSION_MAP model-v2 docs-r1 complete file,T4_placeholder_or_expert_judgment,historical_claim_scope,adopt,Apply each prior claim only to its recorded model/docs scope and retain its evidence limitation.,Treat historical withhold/version statements as the active v2 output contract or erase their retained scientific truth.,The v2 package prioritizes explicit coverage while keeping missing calibration visible and machine enforced.,A later model version explicitly replaces the map.
TCWS2-C008,tropical_cyclone_wind,Fixed tilt requires a qualified same-zone TC event/design pressure ratio or a fully bridged array-height speed-squared proxy.,governance_decision,TCWS-S005;TCWS-S010;GOVERNANCE_CONTRACT,derivation dossier §6.1 Fixed tilt,T3_engineering_proxy_or_adjacent_empirical,fixed_axis_contract,adopt,"Use a named wind-field, direction, duration, and aerodynamic bridge.",Pass an ordinary 10 m gust directly or call design wind failure capacity.,The v2 package prioritizes explicit coverage while keeping missing calibration visible and machine enforced.,A validated direct local-demand adapter replaces the proxy.
TCWS2-C009,tropical_cyclone_wind,Tracker evaluation requires exact-system Ucrit and attained state matched to the qualification basis.,governance_decision,TCWS-S006;TCWS-S007;TCWS-S011;TCWS-S012,derivation dossier §6.2 Tracker and metadata contract tracker request,T2_public_lab_standard_or_physics,tracker_axis_contract,adopt,"Evaluate Vnormal/Ucrit only after exact configuration, layout, angle, position, zone, lock, duration, direction, and speed-reference matching.","Use generic Ucrit, command-only stow, fixed-to-tracker fallback, or a stow multiplier.",The v2 package prioritizes explicit coverage while keeping missing calibration visible and machine enforced.,Architecture-matched TC tracker calibration becomes available.
TCWS2-C010,tropical_cyclone_wind,The 0.75 Ucrit rule is an operational-action flag and never a damage threshold.,governance_decision,TCWS-S006,metadata contract § Tracker route,T2_public_lab_standard_or_physics,stow_action_flag,adopt,Emit a warning flag after qualification matching.,"Force damage, force zero damage, or assign mitigation credit at 0.75 Ucrit.",The v2 package prioritizes explicit coverage while keeping missing calibration visible and machine enforced.,A source calibrates damage conditional on the action threshold.
TCWS2-C011,tropical_cyclone_wind,Generic ordered-state curves have exact zero only at zero normalized demand and no positive hard-zero threshold.,governance_decision,GOVERNANCE_CONTRACT;TCWS2_CELL_LOCAL_SYNTHETIC_DECISION,DECISION_LOG model-v2 docs-r1 § TCWS2-D005,T4_placeholder_or_expert_judgment,zero_demand_boundary,adopt,Use the native lognormal state form without intercept subtraction.,Claim immunity below an invented threshold or alter the asymptote by anchoring subtraction.,The v2 package prioritizes explicit coverage while keeping missing calibration visible and machine enforced.,A calibrated physical threshold is adopted.
TCWS2-C012,tropical_cyclone_wind,"Unsupported physical units remain null, not zero.",governance_decision,GOVERNANCE_CONTRACT,DECISION_LOG model-v2 docs-r1 § TCWS2-D006,T4_placeholder_or_expert_judgment,withhold_not_zero,adopt,Expose incomplete plant coverage and withhold aggregate physical loss.,Assign zero DR to absent curves or recreate the legacy 42-percent immune remainder.,The v2 package prioritizes explicit coverage while keeping missing calibration visible and machine enforced.,Each unit receives a governed curve or an evidence-backed near-zero treatment.
TCWS2-C013,tropical_cyclone_wind,PV_GSU_SUBSTATION is a separately located yard/point unit and inherits neither array DR nor exposure.,governance_decision,TCWS-S004;GOVERNANCE_CONTRACT,DECISION_LOG model-v2 docs-r1 § TCWS2-D008,T3_engineering_proxy_or_adjacent_empirical,GSU_withholding,adopt,"Retain identity, value, and acquisition fields for a future GSU route.","Copy flood, wind-farm, legacy substation, array module, or mounting response.",The v2 package prioritizes explicit coverage while keeping missing calibration visible and machine enforced.,"Matched TC-wind GSU demand, disposition, cost, and value evidence arrives."
TCWS2-C014,tropical_cyclone_wind,Scenario dollars and whole-plant DR remain withheld even for valid generic curves.,governance_decision,GOVERNANCE_CONTRACT;NO_DIRECT_TC_CALIBRATION_SOURCE,derivation dossier §13 Capability and reportability,T4_placeholder_or_expert_judgment,scenario_loss_withheld,adopt,Use scalar/state DRs only for research and interface testing.,Multiply by TIV or reference values and report economic loss.,The v2 package prioritizes explicit coverage while keeping missing calibration visible and machine enforced.,"Same-unit state costs, values, exposure, support, and full coverage pass review."
TCWS2-C015,tropical_cyclone_wind,"TC duration, direction evolution, cycling, rain, debris, tornado, flood, and surge have no numerical modifier in v2.",governance_decision,TCWS-S004;TCWS-S025;TCWS-S026;GOVERNANCE_CONTRACT,neighboring-wind and compound-boundary memo § Compound occurrence,T3_engineering_proxy_or_adjacent_empirical,conditioner_and_compound_boundary,adopt,"Carry them as bridge inputs, flags, or separate pathways under one event family.",Stack an uncalibrated uplift/discount or double count physical loss.,The v2 package prioritizes explicit coverage while keeping missing calibration visible and machine enforced.,Pathway-specific calibration and precedence rules pass review.
TCWS2-C016,tropical_cyclone_wind,The old legacy asset DR is denominator- and coverage-incompatible with v2 failure-unit DR.,governance_decision,LEG-TCWS-001;LEG-TCWS-002;GOVERNANCE_CONTRACT,legacy and adjacent-model audit § Legacy hurricane-solar implementation,T4_placeholder_or_expert_judgment,old_new_comparison_rule,adopt,Preserve the old curve only as a migration fixture and compare behavior qualitatively.,"Claim a v2 increase/decrease without matching axis, unit, denominator, and covered value.",The v2 package prioritizes explicit coverage while keeping missing calibration visible and machine enforced.,A common scenario assembly with complete coverage is governed.
TCWS2-C017,tropical_cyclone_wind,"The v2 artifact remains absent from current/, the artifact index, package releases, and Hazard cutover.",governance_decision,GOVERNANCE_CONTRACT,DECISION_LOG model-v2 docs-r1 § TCWS2-D009,T4_placeholder_or_expert_judgment,promotion_status,adopt,Review and validate the proposal without changing consumer state.,Load it as canonical merely because it exists in the repository.,The v2 package prioritizes explicit coverage while keeping missing calibration visible and machine enforced.,Every promotion gate and maintainer decision closes.
TCWS2-C018,tropical_cyclone_wind,The v2 supersession map is mandatory provenance for every consolidated historical claim whose output or version conclusion differs in v2.,governance_decision,TCWS2_CELL_LOCAL_SYNTHETIC_DECISION;GOVERNANCE_CONTRACT,CLAIM_SUPERSESSION_MAP model-v2 docs-r1 complete file,T4_placeholder_or_expert_judgment,claim_supersession_map_required,adopt,Use the map to distinguish retained evidence limitations from superseded noncanonical output behavior.,Read the consolidated register as if every row were simultaneously active for model v2.,The v2 package prioritizes explicit coverage while keeping missing calibration visible and machine enforced.,The consolidated-register format gains native version-scope and supersession fields.
